ID RẠP;ID CINEMA;TIME;ID MOVIE
4;15;17/04/2023 15:50:00;3
4;16;17/04/2023 17:51:00;3
5;17;17/04/2023 15:38:00;5
5;18;17/04/2023 13:01:00;7
5;19;17/04/2023 10:27:00;6
5;20;17/04/2023 13:07:00;5
1;5;17/04/2023 13:14:00;6
1;6;17/04/2023 14:22:00;4
1;7;17/04/2023 23:14:00;8
1;8;17/04/2023 15:50:00;8
2;1;17/04/2023 21:55:00;2
2;2;17/04/2023 21:57:00;1
2;3;17/04/2023 16:42:00;1
2;4;17/04/2023 19:14:00;4
3;9;17/04/2023 18:29:00;3
3;10;17/04/2023 18:17:00;4
3;11;17/04/2023 15:50:00;2
3;12;17/04/2023 19:54:00;5
4;13;17/04/2023 15:20:00;5
4;14;17/04/2023 17:36:00;7
4;15;17/04/2023 18:17:00;4
4;16;17/04/2023 20:18:00;2
5;17;17/04/2023 19:20:00;4
5;18;17/04/2023 15:35:00;7
5;19;17/04/2023 13:16:00;1
5;20;17/04/2023 16:49:00;2
1;5;17/04/2023 16:03:00;6
1;6;17/04/2023 16:08:00;3
1;7;18/04/2023 08:00:00;4
1;8;17/04/2023 18:12:00;7
2;1;18/04/2023 08:00:00;4
2;2;18/04/2023 08:00:00;5
2;3;17/04/2023 19:22:00;4
2;4;17/04/2023 21:00:00;8
3;9;17/04/2023 20:56:00;7
3;10;17/04/2023 20:03:00;4
3;11;17/04/2023 18:10:00;8
3;12;17/04/2023 23:36:00;6
4;13;17/04/2023 19:02:00;5
4;14;17/04/2023 20:10:00;3
4;15;17/04/2023 20:03:00;7
4;16;17/04/2023 22:38:00;7
5;17;17/04/2023 21:06:00;6
5;18;17/04/2023 18:09:00;1
5;19;17/04/2023 15:56:00;5
5;20;17/04/2023 19:09:00;8
1;5;17/04/2023 18:52:00;1
1;6;17/04/2023 18:35:00;8
1;7;18/04/2023 09:46:00;5
1;8;17/04/2023 20:46:00;7
2;1;18/04/2023 09:46:00;5
2;2;18/04/2023 11:42:00;5
2;3;17/04/2023 21:08:00;7
2;4;17/04/2023 23:22:00;1
3;9;17/04/2023 23:30:00;4
3;10;17/04/2023 21:49:00;7
3;11;17/04/2023 20:32:00;5
3;12;18/04/2023 08:00:00;2
4;13;17/04/2023 22:44:00;4
4;14;17/04/2023 22:37:00;4
4;15;17/04/2023 22:37:00;1
4;16;18/04/2023 08:00:00;6
5;17;17/04/2023 23:55:00;7
5;18;17/04/2023 20:49:00;7
5;19;17/04/2023 19:38:00;3
5;20;17/04/2023 21:31:00;3
1;5;17/04/2023 21:32:00;3
1;6;17/04/2023 20:57:00;6
1;7;18/04/2023 13:28:00;6
1;8;17/04/2023 23:20:00;5
2;1;18/04/2023 13:28:00;7
2;2;18/04/2023 15:24:00;5
2;3;17/04/2023 23:42:00;4
2;4;18/04/2023 08:00:00;5
3;9;18/04/2023 08:00:00;2
3;10;18/04/2023 08:00:00;8
3;11;18/04/2023 08:00:00;5
3;12;18/04/2023 10:20:00;5
4;13;18/04/2023 08:00:00;4
4;14;18/04/2023 08:00:00;3
4;15;18/04/2023 08:00:00;1
4;16;18/04/2023 10:49:00;3
5;17;18/04/2023 08:00:00;3
5;18;17/04/2023 23:23:00;6
5;19;17/04/2023 22:05:00;1
5;20;17/04/2023 23:58:00;5
1;5;17/04/2023 23:59:00;3
1;6;17/04/2023 23:46:00;4
1;7;18/04/2023 16:17:00;4
1;8;18/04/2023 08:00:00;2
2;1;18/04/2023 16:02:00;5
2;2;18/04/2023 19:06:00;2
2;3;18/04/2023 08:00:00;6
2;4;18/04/2023 11:42:00;5
3;9;18/04/2023 10:20:00;1
3;10;18/04/2023 10:22:00;1
3;11;18/04/2023 11:42:00;3
3;12;18/04/2023 14:02:00;5
4;13;18/04/2023 09:46:00;4
4;14;18/04/2023 10:27:00;8
4;15;18/04/2023 10:40:00;7
4;16;18/04/2023 13:16:00;3
5;17;18/04/2023 10:27:00;6
5;18;18/04/2023 08:00:00;1
5;19;18/04/2023 08:00:00;5
5;20;18/04/2023 08:00:00;6
1;5;18/04/2023 08:00:00;3
1;6;18/04/2023 08:00:00;1
1;7;18/04/2023 18:03:00;6
1;8;18/04/2023 10:20:00;6
2;1;18/04/2023 19:44:00;4
2;2;18/04/2023 21:26:00;8
2;3;18/04/2023 10:49:00;8
2;4;18/04/2023 15:24:00;4
3;9;18/04/2023 13:00:00;2
3;10;18/04/2023 13:02:00;3
3;11;18/04/2023 14:09:00;5
3;12;18/04/2023 17:44:00;5
4;13;18/04/2023 11:32:00;1
4;14;18/04/2023 12:49:00;1
4;15;18/04/2023 13:14:00;8
4;16;18/04/2023 15:43:00;5
5;17;18/04/2023 13:16:00;8
5;18;18/04/2023 10:40:00;7
5;19;18/04/2023 11:42:00;4
5;20;18/04/2023 10:49:00;4
1;5;18/04/2023 10:27:00;5
1;6;18/04/2023 10:40:00;1
1;7;18/04/2023 20:52:00;6
1;8;18/04/2023 13:09:00;5
2;1;18/04/2023 21:30:00;6
2;2;18/04/2023 23:48:00;6
2;3;18/04/2023 13:11:00;3
2;4;18/04/2023 17:10:00;5
3;9;18/04/2023 15:20:00;8
3;10;18/04/2023 15:29:00;3
3;11;18/04/2023 17:51:00;5
3;12;18/04/2023 21:26:00;2
4;13;18/04/2023 14:12:00;8
4;14;18/04/2023 15:29:00;1
4;15;18/04/2023 15:36:00;8
4;16;18/04/2023 19:25:00;1
5;17;18/04/2023 15:38:00;4
5;18;18/04/2023 13:14:00;6
5;19;18/04/2023 13:28:00;8
5;20;18/04/2023 12:35:00;6
1;5;18/04/2023 14:09:00;8
1;6;18/04/2023 13:20:00;8
1;7;18/04/2023 23:41:00;2
1;8;18/04/2023 16:51:00;4
2;1;19/04/2023 08:00:00;7
2;2;19/04/2023 08:00:00;6
2;3;18/04/2023 15:38:00;7
2;4;18/04/2023 20:52:00;5
3;9;18/04/2023 17:42:00;8
3;10;18/04/2023 17:56:00;6
3;11;18/04/2023 21:33:00;5
3;12;18/04/2023 23:46:00;4
4;13;18/04/2023 16:34:00;5
4;14;18/04/2023 18:09:00;7
4;15;18/04/2023 17:58:00;7
4;16;18/04/2023 22:05:00;5
5;17;18/04/2023 17:24:00;5
5;18;18/04/2023 16:03:00;5
5;19;18/04/2023 15:50:00;5
5;20;18/04/2023 15:24:00;3
1;5;18/04/2023 16:31:00;7
1;6;18/04/2023 15:42:00;5
1;7;19/04/2023 08:00:00;4
1;8;18/04/2023 18:37:00;6
2;1;19/04/2023 10:34:00;3
2;2;19/04/2023 10:49:00;7
2;3;18/04/2023 18:12:00;3
2;4;19/04/2023 08:00:00;2
3;9;18/04/2023 20:04:00;6
3;10;18/04/2023 20:45:00;8
3;11;19/04/2023 08:00:00;5
3;12;19/04/2023 08:00:00;2
4;13;18/04/2023 20:16:00;5
4;14;18/04/2023 20:43:00;3
4;15;18/04/2023 20:32:00;5
4;16;19/04/2023 08:00:00;5
5;17;18/04/2023 21:06:00;5
5;18;18/04/2023 19:45:00;6
5;19;18/04/2023 19:32:00;7
5;20;18/04/2023 17:51:00;1
1;5;18/04/2023 19:05:00;7
1;6;18/04/2023 19:24:00;4
1;7;19/04/2023 09:46:00;3
1;8;18/04/2023 21:26:00;1
2;1;19/04/2023 13:01:00;7
2;2;19/04/2023 13:23:00;3
2;3;18/04/2023 20:39:00;1
2;4;19/04/2023 10:20:00;2
3;9;18/04/2023 22:53:00;2
3;10;18/04/2023 23:07:00;4
3;11;19/04/2023 11:42:00;4
3;12;19/04/2023 10:20:00;3
4;13;18/04/2023 23:58:00;6
4;14;18/04/2023 23:10:00;4
4;15;19/04/2023 08:00:00;4
4;16;19/04/2023 11:42:00;7
5;17;19/04/2023 08:00:00;7
5;18;18/04/2023 22:34:00;4
5;19;18/04/2023 22:06:00;7
5;20;18/04/2023 20:31:00;6
1;5;18/04/2023 21:39:00;8
1;6;18/04/2023 21:10:00;3
1;7;19/04/2023 12:13:00;1
1;8;19/04/2023 08:00:00;1
2;1;19/04/2023 15:35:00;7
2;2;19/04/2023 15:50:00;7
2;3;18/04/2023 23:19:00;6
2;4;19/04/2023 12:40:00;7
3;9;19/04/2023 08:00:00;1
3;10;19/04/2023 08:00:00;8
3;11;19/04/2023 13:28:00;2
3;12;19/04/2023 12:47:00;5
4;13;19/04/2023 08:00:00;6
4;14;19/04/2023 08:00:00;1
4;15;19/04/2023 09:46:00;6
4;16;19/04/2023 14:16:00;7
5;17;19/04/2023 10:34:00;4
5;18;19/04/2023 08:00:00;3
5;19;19/04/2023 08:00:00;7
5;20;18/04/2023 23:20:00;4
1;5;19/04/2023 08:00:00;4
1;6;18/04/2023 23:37:00;4
1;7;19/04/2023 14:53:00;2
1;8;19/04/2023 10:40:00;1
2;1;19/04/2023 18:09:00;2
2;2;19/04/2023 18:24:00;7
2;3;19/04/2023 08:00:00;2
2;4;19/04/2023 15:14:00;6
3;9;19/04/2023 10:40:00;1
3;10;19/04/2023 10:22:00;8
3;11;19/04/2023 15:48:00;7
3;12;19/04/2023 16:29:00;1
4;13;19/04/2023 10:49:00;5
4;14;19/04/2023 10:40:00;4
4;15;19/04/2023 12:35:00;6
4;16;19/04/2023 16:50:00;4
5;17;19/04/2023 12:20:00;3
5;18;19/04/2023 10:27:00;4
5;19;19/04/2023 10:34:00;3
5;20;19/04/2023 08:00:00;4
1;5;19/04/2023 09:46:00;4
1;6;19/04/2023 08:00:00;4
1;7;19/04/2023 17:13:00;6
1;8;19/04/2023 13:20:00;4
2;1;19/04/2023 20:29:00;3
2;2;19/04/2023 20:58:00;7
2;3;19/04/2023 10:20:00;2
2;4;19/04/2023 18:03:00;3
3;9;19/04/2023 13:20:00;1
3;10;19/04/2023 12:44:00;4
3;11;19/04/2023 18:22:00;4
3;12;19/04/2023 19:09:00;7
4;13;19/04/2023 14:31:00;3
4;14;19/04/2023 12:26:00;8
4;15;19/04/2023 08:00:00;5
4;16;19/04/2023 18:36:00;8
5;17;19/04/2023 12:20:00;7
5;18;19/04/2023 12:13:00;3
5;19;19/04/2023 13:01:00;3
5;20;19/04/2023 09:46:00;4
1;5;19/04/2023 11:32:00;6
1;6;19/04/2023 09:46:00;3
1;7;19/04/2023 20:02:00;7
1;8;19/04/2023 15:06:00;5
2;1;19/04/2023 22:56:00;2
2;2;19/04/2023 23:32:00;5
2;3;19/04/2023 12:40:00;8
2;4;19/04/2023 20:30:00;8
3;9;19/04/2023 16:00:00;1
3;10;19/04/2023 12:44:00;6
3;11;19/04/2023 20:08:00;4
3;12;19/04/2023 21:43:00;6
4;13;19/04/2023 16:58:00;4
4;14;19/04/2023 12:26:00;6
4;15;19/04/2023 08:00:00;4
4;16;19/04/2023 20:58:00;2
5;17;19/04/2023 12:20:00;7
5;18;19/04/2023 12:13:00;6
5;19;19/04/2023 15:28:00;3
5;20;19/04/2023 11:32:00;8
4;15;19/04/2023 09:46:00;7
1;5;19/04/2023 14:21:00;5
1;6;19/04/2023 12:13:00;5
1;7;19/04/2023 22:36:00;8
1;8;19/04/2023 18:48:00;5
2;1;20/04/2023 08:00:00;3
2;2;20/04/2023 08:00:00;8
2;3;19/04/2023 12:40:00;4
2;4;19/04/2023 22:52:00;4
3;9;19/04/2023 18:40:00;2
3;10;19/04/2023 12:44:00;4
3;11;19/04/2023 21:54:00;4
3;12;20/04/2023 08:00:00;8
4;13;19/04/2023 18:44:00;8
4;14;19/04/2023 12:26:00;6
4;15;19/04/2023 12:20:00;5
4;16;19/04/2023 23:18:00;3
5;17;19/04/2023 12:20:00;6
5;18;19/04/2023 12:13:00;6
5;19;19/04/2023 17:55:00;6
5;20;19/04/2023 13:54:00;7
1;5;19/04/2023 18:03:00;8
1;6;19/04/2023 15:55:00;1
1;7;20/04/2023 08:00:00;7
1;8;19/04/2023 22:30:00;8
2;1;20/04/2023 10:27:00;7
2;2;20/04/2023 10:22:00;7
2;3;19/04/2023 14:26:00;2
2;4;20/04/2023 08:00:00;2
3;9;19/04/2023 21:00:00;6
3;10;19/04/2023 14:30:00;6
3;11;19/04/2023 23:40:00;2
3;12;20/04/2023 10:22:00;6
4;13;19/04/2023 21:06:00;8
4;14;19/04/2023 15:15:00;2
4;15;19/04/2023 16:02:00;7
4;16;20/04/2023 08:00:00;8
5;17;19/04/2023 15:09:00;5
5;18;19/04/2023 15:02:00;5
5;19;19/04/2023 20:44:00;3
5;20;19/04/2023 16:28:00;8
1;5;19/04/2023 20:25:00;6
1;6;19/04/2023 18:35:00;5
1;7;20/04/2023 10:34:00;3
1;8;20/04/2023 08:00:00;2
2;1;20/04/2023 13:01:00;6
2;2;20/04/2023 12:56:00;7
2;3;19/04/2023 16:46:00;7
2;4;20/04/2023 10:20:00;1
3;9;19/04/2023 23:49:00;7
3;10;19/04/2023 17:19:00;7
3;11;20/04/2023 08:00:00;4
3;12;20/04/2023 13:11:00;1
4;13;19/04/2023 23:28:00;3
4;14;19/04/2023 17:35:00;3
4;15;19/04/2023 18:36:00;2
4;16;20/04/2023 10:22:00;2
5;17;19/04/2023 18:51:00;3
5;18;19/04/2023 18:44:00;5
5;19;19/04/2023 23:11:00;1
5;20;19/04/2023 18:50:00;4
1;5;19/04/2023 23:14:00;3
1;6;19/04/2023 22:17:00;6
1;7;20/04/2023 13:01:00;1
1;8;20/04/2023 10:20:00;8
2;1;20/04/2023 15:50:00;1
2;2;20/04/2023 15:30:00;4
2;3;19/04/2023 19:20:00;5
2;4;20/04/2023 13:00:00;6
3;9;20/04/2023 08:00:00;2
3;10;19/04/2023 19:53:00;8
3;11;20/04/2023 09:46:00;2
3;12;20/04/2023 15:51:00;3
4;13;20/04/2023 08:00:00;1
4;14;19/04/2023 20:02:00;7
4;15;19/04/2023 20:56:00;7
4;16;20/04/2023 12:42:00;4
5;17;19/04/2023 21:18:00;3
5;18;19/04/2023 22:26:00;1
5;19;20/04/2023 08:00:00;8
5;20;19/04/2023 20:36:00;8
1;5;20/04/2023 08:00:00;6
1;6;20/04/2023 08:00:00;7
1;7;20/04/2023 15:41:00;7
1;8;20/04/2023 12:42:00;2
2;1;20/04/2023 18:30:00;2
2;2;20/04/2023 17:16:00;4
2;3;19/04/2023 23:02:00;4
2;4;20/04/2023 15:49:00;7
3;9;20/04/2023 10:20:00;5
3;10;19/04/2023 22:15:00;3
3;11;20/04/2023 12:06:00;7
3;12;20/04/2023 18:18:00;6
4;13;20/04/2023 10:40:00;1
4;14;19/04/2023 22:36:00;1
4;15;19/04/2023 23:30:00;5
4;16;20/04/2023 14:28:00;2
5;17;19/04/2023 23:45:00;6
5;18;20/04/2023 08:00:00;8
5;19;20/04/2023 10:22:00;3
5;20;19/04/2023 22:58:00;4
1;5;20/04/2023 10:49:00;5
1;6;20/04/2023 10:34:00;8
1;7;20/04/2023 18:15:00;8
1;8;20/04/2023 15:02:00;2
2;1;20/04/2023 20:50:00;8
2;2;20/04/2023 19:02:00;6
2;3;20/04/2023 08:00:00;3
2;4;20/04/2023 18:23:00;3
3;9;20/04/2023 14:02:00;8
3;10;20/04/2023 08:00:00;8
3;11;20/04/2023 14:40:00;8
3;12;20/04/2023 21:07:00;2
4;13;20/04/2023 13:20:00;7
4;14;20/04/2023 08:00:00;8
4;15;20/04/2023 08:00:00;6
4;16;20/04/2023 16:48:00;3
5;17;20/04/2023 08:00:00;3
5;18;20/04/2023 10:22:00;5
5;19;20/04/2023 12:49:00;4
5;20;20/04/2023 08:00:00;5
1;5;20/04/2023 14:31:00;8
1;6;20/04/2023 12:56:00;2
1;7;20/04/2023 20:37:00;3
1;8;20/04/2023 17:22:00;3
2;1;20/04/2023 23:12:00;6
2;2;20/04/2023 21:51:00;4
2;3;20/04/2023 10:27:00;7
2;4;20/04/2023 20:50:00;6
3;9;20/04/2023 16:24:00;2
3;10;20/04/2023 10:22:00;8
3;11;20/04/2023 17:02:00;5
3;12;20/04/2023 23:27:00;4
4;13;20/04/2023 15:54:00;4
4;14;20/04/2023 10:22:00;3
4;15;20/04/2023 10:49:00;3
4;16;20/04/2023 19:15:00;7
5;17;20/04/2023 10:27:00;2
5;18;20/04/2023 14:04:00;1
5;19;20/04/2023 14:35:00;1
5;20;20/04/2023 11:42:00;6
1;5;20/04/2023 16:53:00;6
1;6;20/04/2023 15:16:00;3
1;7;20/04/2023 23:04:00;7
1;8;20/04/2023 19:49:00;2
2;1;21/04/2023 08:00:00;6
2;2;20/04/2023 23:37:00;1
2;3;20/04/2023 13:01:00;5
2;4;20/04/2023 23:39:00;6
3;9;20/04/2023 18:44:00;3
3;10;20/04/2023 12:44:00;4
3;11;20/04/2023 20:44:00;7
3;12;21/04/2023 08:00:00;4
4;13;20/04/2023 17:40:00;1
4;14;20/04/2023 12:49:00;5
4;15;20/04/2023 13:16:00;7
4;16;20/04/2023 21:49:00;6
5;17;20/04/2023 12:47:00;1
5;18;20/04/2023 16:44:00;3
5;19;20/04/2023 17:15:00;4
5;20;20/04/2023 14:31:00;6
1;5;20/04/2023 19:42:00;8
1;6;20/04/2023 17:43:00;6
1;7;21/04/2023 08:00:00;1
1;8;20/04/2023 22:09:00;5
2;1;21/04/2023 10:49:00;4
2;2;21/04/2023 08:00:00;8
2;3;20/04/2023 16:43:00;6
2;4;21/04/2023 08:00:00;6
3;9;20/04/2023 21:11:00;1
3;10;20/04/2023 14:30:00;8
3;11;20/04/2023 23:18:00;8
3;12;21/04/2023 09:46:00;8
4;13;20/04/2023 20:20:00;8
4;14;20/04/2023 16:31:00;8
4;15;20/04/2023 15:50:00;7
4;16;21/04/2023 08:00:00;5
5;17;20/04/2023 15:27:00;5
5;18;20/04/2023 19:11:00;4
5;19;20/04/2023 19:01:00;3
5;20;20/04/2023 17:20:00;4
1;5;20/04/2023 22:04:00;5
1;6;20/04/2023 20:32:00;8
1;7;21/04/2023 10:40:00;4
1;8;21/04/2023 08:00:00;3
2;1;21/04/2023 12:35:00;7
2;2;21/04/2023 10:22:00;5
2;3;20/04/2023 19:32:00;3
2;4;21/04/2023 10:49:00;5
3;9;20/04/2023 23:51:00;1
3;10;20/04/2023 16:52:00;6
3;11;21/04/2023 08:00:00;3
3;12;21/04/2023 12:08:00;6
4;13;20/04/2023 22:42:00;6
4;14;20/04/2023 18:53:00;1
4;15;20/04/2023 18:24:00;2
4;16;21/04/2023 11:42:00;7
5;17;20/04/2023 19:09:00;6
5;18;20/04/2023 20:57:00;2
5;19;20/04/2023 21:28:00;7
5;20;20/04/2023 19:06:00;2
1;5;21/04/2023 08:00:00;6
1;6;20/04/2023 22:54:00;1
1;7;21/04/2023 12:26:00;1
1;8;21/04/2023 10:27:00;8
2;1;21/04/2023 15:09:00;3
2;2;21/04/2023 14:04:00;8
2;3;20/04/2023 21:59:00;3
2;4;21/04/2023 14:31:00;5
3;9;21/04/2023 08:00:00;3
3;10;20/04/2023 19:41:00;7
3;11;21/04/2023 10:27:00;1
3;12;21/04/2023 14:57:00;6
4;13;21/04/2023 08:00:00;3
4;14;20/04/2023 21:33:00;7
4;15;20/04/2023 20:44:00;5
4;16;21/04/2023 14:16:00;8
5;17;20/04/2023 21:58:00;2
5;18;20/04/2023 23:17:00;2
5;19;21/04/2023 08:00:00;2
5;20;20/04/2023 21:26:00;8
1;5;21/04/2023 10:49:00;6
1;6;21/04/2023 08:00:00;4
1;7;21/04/2023 15:06:00;3
1;8;21/04/2023 12:49:00;3
2;3;21/04/2023 08:00:00;5
3;9;21/04/2023 10:27:00;1
3;10;20/04/2023 22:15:00;6
3;11;21/04/2023 13:07:00;6
4;13;21/04/2023 10:27:00;1
4;14;21/04/2023 08:00:00;2
4;15;21/04/2023 08:00:00;5
5;17;21/04/2023 08:00:00;2
5;18;21/04/2023 08:00:00;1
5;19;21/04/2023 10:20:00;1
5;20;20/04/2023 23:48:00;3
1;5;21/04/2023 13:38:00;8
1;6;21/04/2023 09:46:00;8
1;8;21/04/2023 15:16:00;6
2;3;21/04/2023 11:42:00;5
3;9;21/04/2023 13:07:00;4
3;10;21/04/2023 08:00:00;6
4;13;21/04/2023 13:07:00;3
4;14;21/04/2023 10:20:00;3
4;15;21/04/2023 11:42:00;6
5;17;21/04/2023 10:20:00;1
5;18;21/04/2023 10:40:00;8
5;19;21/04/2023 13:00:00;7
5;20;21/04/2023 08:00:00;5
1;6;21/04/2023 12:08:00;6
2;3;21/04/2023 15:24:00;2
3;9;21/04/2023 14:53:00;6
3;10;21/04/2023 10:49:00;8
4;13;21/04/2023 15:34:00;4
4;14;21/04/2023 12:47:00;7
4;15;21/04/2023 14:31:00;1
5;17;21/04/2023 13:00:00;6
5;18;21/04/2023 13:02:00;8
5;19;21/04/2023 15:34:00;3
5;20;21/04/2023 11:42:00;7
1;6;21/04/2023 14:57:00;5
3;10;21/04/2023 13:11:00;2
4;14;21/04/2023 15:21:00;3
5;18;21/04/2023 15:24:00;2
5;20;21/04/2023 14:16:00;8
3;10;21/04/2023 15:31:00;6
5;17;21/04/2023 15:49:00;3
1;5;21/04/2023 16:00:00;6
3;11;21/04/2023 15:56:00;8
1;6;21/04/2023 18:39:00;8
1;7;21/04/2023 17:33:00;1
1;8;21/04/2023 18:05:00;5
2;1;21/04/2023 17:36:00;5
2;2;21/04/2023 16:26:00;4
2;3;21/04/2023 17:44:00;6
2;4;21/04/2023 18:13:00;8
3;9;21/04/2023 17:42:00;6
3;10;21/04/2023 18:20:00;2
3;12;21/04/2023 17:46:00;3
4;13;21/04/2023 17:20:00;5
4;14;21/04/2023 17:48:00;4
4;15;21/04/2023 17:11:00;3
4;16;21/04/2023 16:38:00;5
5;17;21/04/2023 18:16:00;7
5;18;21/04/2023 17:44:00;6
5;19;21/04/2023 18:01:00;4
5;20;21/04/2023 16:38:00;2
1;5;21/04/2023 18:49:00;3
2;2;21/04/2023 18:12:00;2
3;11;21/04/2023 18:18:00;1
4;16;21/04/2023 20:20:00;3
5;20;21/04/2023 18:58:00;8
1;5;21/04/2023 21:16:00;7
1;6;21/04/2023 21:01:00;5
1;7;21/04/2023 20:13:00;7
1;8;21/04/2023 21:47:00;6
2;1;21/04/2023 21:18:00;5
2;2;21/04/2023 20:32:00;2
2;3;21/04/2023 20:33:00;2
2;4;21/04/2023 20:35:00;8
3;9;21/04/2023 20:31:00;6
3;10;21/04/2023 20:40:00;2
3;11;21/04/2023 20:58:00;5
3;12;21/04/2023 20:13:00;4
4;13;21/04/2023 21:02:00;1
4;14;21/04/2023 19:34:00;4
4;15;21/04/2023 19:38:00;6
4;16;21/04/2023 22:47:00;5
5;17;21/04/2023 20:50:00;5
5;18;21/04/2023 20:33:00;4
5;19;21/04/2023 19:47:00;5
5;20;21/04/2023 21:20:00;2
1;5;21/04/2023 23:50:00;8
1;6;22/04/2023 08:00:00;7
1;7;21/04/2023 22:47:00;4
2;1;22/04/2023 08:00:00;8
2;2;21/04/2023 22:52:00;8
2;3;21/04/2023 22:53:00;5
2;4;21/04/2023 22:57:00;3
3;9;21/04/2023 23:20:00;8
3;10;21/04/2023 23:00:00;3
3;11;22/04/2023 08:00:00;2
3;12;21/04/2023 21:59:00;1
4;13;21/04/2023 23:42:00;5
4;14;21/04/2023 21:20:00;4
4;15;21/04/2023 22:27:00;2
5;17;22/04/2023 08:00:00;8
5;18;21/04/2023 22:19:00;4
5;19;21/04/2023 23:29:00;1
5;20;21/04/2023 23:40:00;1
1;8;22/04/2023 08:00:00;8
4;14;21/04/2023 23:06:00;1
3;12;22/04/2023 08:00:00;3
4;15;22/04/2023 08:00:00;6
5;18;22/04/2023 08:00:00;1
1;7;22/04/2023 08:00:00;5
2;2;22/04/2023 08:00:00;6
2;3;22/04/2023 08:00:00;7
2;4;22/04/2023 08:00:00;3
4;16;22/04/2023 08:00:00;5
